,Claim Reference,Policy Year,Policy Description,Directorate Description,Department Name,Incident Date,Notification Date,Status Flag,Payment Year,Payment Date,Payment Type, Amount,Cause Description,Injury Description,Damage Description
126,M9PUL000225,2009,Public Liability,DEVELOPMENT & ENVIRONMENT,Parks,2009-12-23,2009-12-29,CLOSED,2010,2010-10-25,Compensation payment,309.1,Carriageway - Pothole,,Vehicle
127,N0PUL000331,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,LION GREEN CAR PARK,2010-03-05,2010-03-25,CLOSED,2010,2010-10-26,Compensation payment,60.0,Defective Equipment - Other,,Vehicle
128,N0FB000009,2010,Fire Blanket,"CHILDREN, FAMILIES & LEARNERS",RedGates SLD & Autism,2010-07-15,2010-09-13,CLOSED,2010,2010-10-26,Compensation payment,250.0,Accidental Damage,,Walls/Fences/Gates/Railings
129,N0SAR000016,2010,Schools All Risks,"CHILDREN, FAMILIES & LEARNERS",Tunstall Nursery,2010-08-06,2010-09-23,CLOSED,2010,2010-10-26,Compensation payment,252.0,Theft - Lead & Lead Flashings,,Roof - Lead
130,N0SAR000004,2010,Schools All Risks,"CHILDREN, FAMILIES & LEARNERS",Selsdon Primary,2010-04-30,2010-05-11,CLOSED,2010,2010-10-26,Compensation payment,732.7,Theft - Lead & Lead Flashings,,Roof - Lead
131,N0FB000006,2010,Fire Blanket,"CHILDREN, FAMILIES & LEARNERS",St. Giles  PH School,2010-06-23,2010-07-16,CLOSED,2010,2010-10-26,Compensation payment,1325.0,Water Damage - Roof,,Roof
132,N0FB000002,2010,Fire Blanket,OPERATIONS NOT NOW INSURED,Edenham High,2010-05-13,2010-06-09,CLOSED,2010,2010-10-26,Compensation payment,1430.2,Fire - Other,,Contents
133,N0FB000021,2010,Fire Blanket,"CHILDREN, FAMILIES & LEARNERS",Elmwood Junior,2010-03-12,2010-03-25,CLOSED,2010,2010-10-26,Compensation payment,1570.0,Impact Damage,,Walls/Fences/Gates/Railings
134,N0SAR000022,2010,Schools All Risks,"CHILDREN, FAMILIES & LEARNERS",Winterbourne Infant & Nursery,2010-07-15,2010-09-16,CLOSED,2010,2010-10-26,Compensation payment,5388.0,Theft - Lead & Lead Flashings,,Roof - Lead
135,N0SAR000017,2010,Schools All Risks,"CHILDREN, FAMILIES & LEARNERS",Howard Primary,2010-08-26,2010-09-24,CLOSED,2010,2010-10-26,Compensation payment,5749.0,Theft - Lead & Lead Flashings,,Roof - Lead
136,N0FB000027,2010,Fire Blanket,DEVELOPMENT & ENVIRONMENT,HOUSING,2010-01-26,2010-06-25,CLOSED,2010,2010-10-28,Compensation payment,881.25,Fire - Other,,Unknown
137,M9PUL000179,2009,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2009-11-29,2009-12-04,CLOSED,2010,2010-11-01,Fees Own Solicitor,240.0,Carriageway - Pothole,,Vehicle
138,N0MF000052,2010,Motor Fleet,DEVELOPMENT & ENVIRONMENT,PLANNING & ENVIRONMENT,2010-08-03,2010-09-07,CLOSED,2010,2010-11-01,Compensation payment,1500.75,Collision - Reversing,,
139,N0MF000012,2010,Motor Fleet,DEVELOPMENT & ENVIRONMENT,HOUSING,2010-06-02,2010-06-02,CLOSED,2010,2010-11-01,Compensation payment,8008.38,Collision - Junction,,Bodywork - Extensive
140,M9PUL000233,2009,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2009-12-08,2009-12-30,CLOSED,2010,2010-11-03,Compensation payment,450.0,Carriageway - Pothole,Bruising/Swelling,
141,M9PUL000196,2009,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2009-12-07,2009-12-09,CLOSED,2010,2010-11-03,Compensation payment,521.0,Carriageway - Pothole,Combination Bruising/Swelling,
142,M9PUL000233,2009,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2009-12-08,2009-12-30,CLOSED,2010,2010-11-03,CRU,566.0,Carriageway - Pothole,Bruising/Swelling,
143,N0PUL000199,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2010-01-26,2010-01-26,CLOSED,2010,2010-11-04,CRU,50.0,Footways - Uneven Surface,Combination Bruising/Swelling,
144,N0PUL000199,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2010-01-26,2010-01-26,CLOSED,2010,2010-11-04,Compensation payment,1000.0,Footways - Uneven Surface,Combination Bruising/Swelling,
145,N0PUL000120,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2010-08-01,2010-08-17,CLOSED,2010,2010-11-08,Compensation payment,47.0,Footways - Kerbs,,Vehicle
146,N0PUL000287,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,PLANNING & ENVIRONMENT,2010-02-25,2010-03-10,CLOSED,2010,2010-11-08,Compensation payment,689.72,Carriageway - Pothole,,Vehicle
147,M9PUL000199,2009,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2009-11-27,2009-12-11,CLOSED,2010,2010-11-08,Compensation payment,848.66,Other,,Vehicle
148,N0MF000045,2010,Motor Fleet,DEVELOPMENT & ENVIRONMENT,Highways,2010-08-09,2010-08-09,CLOSED,2010,2010-11-09,Compensation payment,1905.36,Collision - Reversing,,
149,N0SAR000021,2010,Schools All Risks,"CHILDREN, FAMILIES & LEARNERS",Smitham Primary,2010-09-30,2010-10-19,CLOSED,2010,2010-11-15,Compensation payment,290.0,Theft - Lead & Lead Flashings,,Roof - Lead
150,N0FB000010,2010,Fire Blanket,"CHILDREN, FAMILIES & LEARNERS",Christ Church C of E Primary (Purley),2010-09-24,2010-09-27,CLOSED,2010,2010-11-15,Compensation payment,1836.41,Water Damage - Other,,Computers
151,N0MF000049,2010,Motor Fleet,DEVELOPMENT & ENVIRONMENT,Highways,2010-08-17,2010-08-17,CLOSED,2010,2010-11-22,Compensation payment,3557.79,Collision - Reversing,,Bodywork - Minor
152,N0MF000050,2010,Motor Fleet,DEVELOPMENT & ENVIRONMENT,Car Parking,2010-08-18,2010-08-18,CLOSED,2010,2010-12-07,Compensation payment,387.15,Collision - Reversing,,
153,N0MF000044,2010,Motor Fleet,DEVELOPMENT & ENVIRONMENT,Housing Dso,2010-08-09,2010-08-10,CLOSED,2010,2010-12-17,Fees Own Solicitor,42.5,Collision - Hit whilst parked and unatte,,Bodywork - Extensive
154,N0MF000078,2010,Motor Fleet,ADULT SOCIAL SERVICES,Day Centres,2010-10-14,2010-10-14,CLOSED,2010,2010-12-17,Fees Own Solicitor,42.5,Collision - Turning Right,,Bodywork - Extensive
155,N0MF000030,2010,Motor Fleet,DEVELOPMENT & ENVIRONMENT,Parks,2010-07-07,2010-07-08,CLOSED,2010,2010-12-17,Fees Own Solicitor,55.12,Theft,,Total Loss - Theft
156,N0PUL000290,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2010-03-10,2010-03-10,CLOSED,2010,2010-12-29,CRU,1199.2,Carriageway - Pothole,,Vehicle
157,N0PUL000130,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2010-08-26,2010-09-02,CLOSED,2010,2010-12-30,Compensation payment,64.37,Drains / Sewers,,Vehicle
158,N0SAR000026,2010,Schools All Risks,"CHILDREN, FAMILIES & LEARNERS",Regina Coeli R C Primary,2010-10-12,2010-10-12,CLOSED,2011,2011-01-04,Compensation payment,46.0,Theft - Lead & Lead Flashings,,Roof - Lead
159,N0SAR000037,2010,Schools All Risks,"CHILDREN, FAMILIES & LEARNERS",Purley Oaks Primary,2010-10-19,2010-11-03,CLOSED,2011,2011-01-04,Compensation payment,750.0,Theft - Lead & Lead Flashings,,Roof - Lead
160,N0SAR000036,2010,Schools All Risks,"CHILDREN, FAMILIES & LEARNERS",Purley Oaks Primary,2010-10-14,2010-11-03,CLOSED,2011,2011-01-04,Compensation payment,1518.18,Theft - Lead & Lead Flashings,,Roof - Lead
161,N0FB000030,2010,Fire Blanket,"CHILDREN, FAMILIES & LEARNERS",Howard Primary,2010-10-29,2010-11-26,CLOSED,2011,2011-01-04,Compensation payment,1520.0,Water Damage - Tank,,Ceilings
162,N0SAR000005,2010,Schools All Risks,OPERATIONS NOT NOW INSURED,Davidson Primary,2010-05-06,2010-05-18,CLOSED,2011,2011-01-04,Compensation payment,2205.0,Theft - Lead & Lead Flashings,,Roof - Lead
163,N0FB000028,2010,Fire Blanket,OPERATIONS NOT NOW INSURED,Fairchildes Primary,2010-11-09,2010-11-24,CLOSED,2011,2011-01-04,Compensation payment,2278.0,Storm,,Roof
164,N0FB000003,2010,Fire Blanket,OPERATIONS NOT NOW INSURED,Castle Hill Primary,2010-06-01,2010-06-24,CLOSED,2011,2011-01-04,Compensation payment,6804.5,Water Damage - Pipe/Radiator,,Contents
165,N0FB000008,2010,Fire Blanket,OPERATIONS NOT NOW INSURED,Chipstead Valley Primary,2010-08-13,2010-09-13,CLOSED,2011,2011-01-04,Compensation payment,8975.0,Water Damage - Other,,Various
166,N0MF000058,2010,Motor Fleet,"CHILDREN, FAMILIES & LEARNERS",Youth Centres,2010-09-19,2010-09-20,CLOSED,2011,2011-01-05,Compensation payment,484.39,Collision - Hit parked vehicle,,Paintwork
167,M9MF000109,2009,Motor Fleet,ADULT SOCIAL SERVICES,Day Centres,2010-01-19,2010-01-21,CLOSED,2011,2011-01-11,Compensation payment,999.04,Collision - Hit parked vehicle,,Bodywork - Minor
168,M9PUL000203,2009,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2009-11-23,2009-12-11,CLOSED,2011,2011-01-11,Compensation payment,1575.0,Carriageway - Pothole,Combination,Cycle
169,N0PUL000240,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2010-01-14,2010-02-24,CLOSED,2011,2011-01-11,Compensation payment,3000.0,Footways - Uneven Surface,Legs Other:,
170,M9PUL000203,2009,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2009-11-23,2009-12-11,CLOSED,2011,2011-01-11,Fees TP Solicitor,4750.0,Carriageway - Pothole,Combination,Cycle
171,N0PUL000240,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2010-01-14,2010-02-24,CLOSED,2011,2011-01-11,Fees TP Solicitor,5000.0,Footways - Uneven Surface,Legs Other:,
172,N0PUL000078,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2010-07-01,2010-07-02,CLOSED,2011,2011-01-24,Compensation payment,211.91,Carriageway - Pothole,,Vehicle
173,N0SAR000025,2010,Schools All Risks,"CHILDREN, FAMILIES & LEARNERS",Beaumont Primary,2010-09-16,2010-10-04,CLOSED,2011,2011-01-24,Compensation payment,215.29,Theft - Computer,,Computers
174,N0SAR000024,2010,Schools All Risks,"CHILDREN, FAMILIES & LEARNERS",Beaumont Primary,2010-09-04,2010-10-04,CLOSED,2011,2011-01-24,Compensation payment,295.0,Theft - School equipment,,Contents
175,N0PUL000137,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2010-07-02,2010-09-16,CLOSED,2011,2011-01-24,Compensation payment,461.0,Negligence of Council Worker,,Goods/Equipment
176,N0SAR000011,2010,Schools All Risks,OPERATIONS NOT NOW INSURED,Good Shepherd Catholic  Primary School,2010-06-17,2010-07-15,CLOSED,2011,2011-01-24,Compensation payment,720.0,Theft - Lead & Lead Flashings,,Roof - Lead
177,N0SAR000001,2010,Schools All Risks,"CHILDREN, FAMILIES & LEARNERS",Ridgeway Primary,2010-04-17,2010-05-05,CLOSED,2011,2011-01-24,Compensation payment,1183.0,Theft - Lead & Lead Flashings,,Roof - Lead
178,N0SAR000020,2010,Schools All Risks,OPERATIONS NOT NOW INSURED,Oval Primary,2010-09-27,2010-10-07,CLOSED,2011,2011-01-24,Compensation payment,1944.0,Theft - Lead & Lead Flashings,,Roof - Lead
179,N0SAR000012,2010,Schools All Risks,"CHILDREN, FAMILIES & LEARNERS",Ridgeway Primary,2010-04-19,2010-07-14,CLOSED,2011,2011-01-24,Compensation payment,3070.0,Theft - Lead & Lead Flashings,,Roof - Lead
180,N0SAR000023,2010,Schools All Risks,OPERATIONS NOT NOW INSURED,The Aerodrome School,2010-08-13,2010-09-13,CLOSED,2011,2011-01-24,Compensation payment,3530.2,Theft - Computer,,Computers
181,N0SAR000019,2010,Schools All Risks,OPERATIONS NOT NOW INSURED,Archbishop Lanfranc School,2010-07-30,2010-09-30,CLOSED,2011,2011-01-24,Compensation payment,8749.0,Theft - Lead & Lead Flashings,,Roof - Lead
182,N0SAR000008,2010,Schools All Risks,"CHILDREN, FAMILIES & LEARNERS",Winterbourne Infant & Nursery,2010-04-29,2010-05-20,CLOSED,2011,2011-01-24,Compensation payment,11419.0,Theft - Lead & Lead Flashings,,Roof - Lead
183,N0MF000099,2010,Motor Fleet,DEVELOPMENT & ENVIRONMENT,Highways,2010-11-10,2010-11-10,CLOSED,2011,2011-01-25,Compensation payment,4471.02,Collision - Hit parked vehicle,,
184,M9PUL000148,2009,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2009-11-12,2009-11-13,CLOSED,2011,2011-01-27,CRU,652.0,Footways - Other,,
185,M9PUL000148,2009,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2009-11-12,2009-11-13,CLOSED,2011,2011-01-27,Compensation payment,2000.0,Footways - Other,,
186,N0MF000033,2010,Motor Fleet,ADULT SOCIAL SERVICES,Day Centres,2010-07-22,2010-07-26,CLOSED,2011,2011-01-28,Fees Own Solicitor,42.5,Collision - Hit parked vehicle,,Bodywork - Extensive
187,M9PUL000238,2009,Public Liability,OPERATIONS NOT NOW INSURED,All Saints Infant School (do not use),2009-11-26,2009-12-18,CLOSED,2011,2011-01-31,Compensation payment,25.0,Trees / Branches - Overhanging,,Personal Property
188,N0MF000096,2010,Motor Fleet,DEVELOPMENT & ENVIRONMENT,Ecpp - Other,2010-11-01,2010-11-01,CLOSED,2011,2011-02-04,Fees Own Solicitor,42.5,Collision - Hit parked vehicle,,Bodywork - Extensive
189,N0FB000025,2010,Fire Blanket,DEVELOPMENT & ENVIRONMENT,SOUTH NORWOOD LAKE,2010-03-08,2010-05-14,CLOSED,2011,2011-02-07,Compensation payment,6422.86,Fire - Arson,,Various
190,N0MF000006,2010,Motor Fleet,DEVELOPMENT & ENVIRONMENT,Highways,2010-05-10,2010-05-10,CLOSED,2011,2011-02-07,Compensation payment,13566.98,Collision - Hit rear,,Bodywork - Extensive
191,N0PUL000135,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2010-09-08,2010-09-09,CLOSED,2011,2011-02-08,Compensation payment,80.0,Footways - Kerbs,,Personal Property
192,N0MF000012,2010,Motor Fleet,DEVELOPMENT & ENVIRONMENT,HOUSING,2010-06-02,2010-06-02,CLOSED,2011,2011-02-14,Compensation payment,231.62,Collision - Junction,,Bodywork - Extensive
193,N0PUL000028,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2010-04-28,2010-05-07,CLOSED,2011,2011-02-15,CRU,35.0,Footways - Other,Combination Bruising/Swelling,
194,N0PUL000178,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2010-10-07,2010-10-21,CLOSED,2011,2011-02-15,CRU,50.0,Footways - Manhole,Legs Other:,
195,N0PUL000113,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2010-08-04,2010-08-09,CLOSED,2011,2011-02-15,CRU,250.0,Carriageway - Pothole,Arms Bruising/Swelling,Personal Property
196,N0PUL000370,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Forestry,2010-03-15,2010-05-10,CLOSED,2011,2011-02-15,CRU,480.0,Trees / Branches - Falling,,Personal Property
197,N0IF000002,2010,Insurance Fund,DEVELOPMENT & ENVIRONMENT,ASHBURTON PLAYING FIELDS,2010-08-21,2010-08-23,CLOSED,2011,2011-02-15,Compensation payment,587.5,Theft - Other,,Boilers/Pumps
198,N0PUL000139,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2010-09-14,2010-09-20,CLOSED,2011,2011-02-15,CRU,633.4,Footways - Roots,Legs Bruising/Swelling,
199,N0PUL000043,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2010-05-17,2010-05-17,CLOSED,2011,2011-02-15,CRU,646.32,Carriageway - Other,,Vehicle
200,N0PUL000354,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2010-03-09,2010-04-12,CLOSED,2011,2011-02-15,CRU,676.0,Footways - Uneven Surface,Torso Broken Bones,
201,N0PUL000075,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2010-06-19,2010-06-24,CLOSED,2011,2011-02-15,CRU,685.0,Carriageway - Pothole,Ankle Broken/fractured,
202,M9PUL000287,2009,Public Liability,DEVELOPMENT & ENVIRONMENT,HOUSING,2009-12-03,2010-01-04,CLOSED,2011,2011-02-15,Compensation payment,700.0,Defective Premises,Arms Burns/Scalds,
203,N0PUL000095,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2010-06-11,2010-07-14,CLOSED,2011,2011-02-15,Compensation payment,895.0,Footways - Cracks,Arms,Goods/Equipment
204,N0PUL000139,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2010-09-14,2010-09-20,CLOSED,2011,2011-02-15,Compensation payment,1000.0,Footways - Roots,Legs Bruising/Swelling,
205,M9PUL000443,2009,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2009-11-13,2010-03-22,CLOSED,2011,2011-02-15,CRU,1050.0,Carriageway - Pothole,,Vehicle
206,M9PUL000278,2009,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2009-11-14,2010-01-22,CLOSED,2011,2011-02-15,CRU,1441.73,Footways - Obstruction,,Vehicle
207,N0PUL000075,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2010-06-19,2010-06-24,CLOSED,2011,2011-02-15,Compensation payment,1862.18,Carriageway - Pothole,Ankle Broken/fractured,
208,M9PUL000216,2009,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2009-11-14,2009-12-21,CLOSED,2011,2011-02-15,Compensation payment,2790.0,Footways - Uneven Surface,Combination Strains/Sprains,
209,N0PUL000028,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2010-04-28,2010-05-07,CLOSED,2011,2011-02-15,Compensation payment,3000.0,Footways - Other,Combination Bruising/Swelling,
210,N0PUL000354,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2010-03-09,2010-04-12,CLOSED,2011,2011-02-15,Compensation payment,3500.0,Footways - Uneven Surface,Torso Broken Bones,
211,N0FB000011,2010,Fire Blanket,"CHILDREN, FAMILIES & LEARNERS",Margaret Roper Catholic Primary,2010-08-26,2010-09-07,CLOSED,2011,2011-02-15,Compensation payment,14241.0,Water Damage - Other,,
212,M9PUL000554,2009,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2009-11-29,2010-08-03,CLOSED,2011,2011-02-21,Compensation payment,88.5,Carriageway - Pothole,,Vehicle
213,N0PUL000069,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2010-04-19,2010-06-22,CLOSED,2011,2011-03-09,Compensation payment,1750.0,Carriageway - Pothole,Combination Bruising/Swelling,
214,N0PUL000069,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2010-04-19,2010-06-22,CLOSED,2011,2011-03-09,Fees Own Solicitor,2778.8,Carriageway - Pothole,Combination Bruising/Swelling,
215,N0PUL000069,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2010-04-19,2010-06-22,CLOSED,2011,2011-03-09,Fees TP Solicitor,16700.0,Carriageway - Pothole,Combination Bruising/Swelling,
216,N0MF000054,2010,Motor Fleet,ADULT SOCIAL SERVICES,ADDINGTON HEIGHTS,2010-09-07,2010-09-08,CLOSED,2011,2011-03-11,Fees Own Solicitor,42.5,Collision - Hit whilst parked and unatte,,Bodywork - Extensive
217,M9MF000087,2009,Motor Fleet,ADULT SOCIAL SERVICES,Social Services Passenger Transport,2009-12-16,2010-01-22,CLOSED,2011,2011-03-11,Fees Own Solicitor,42.5,Collision - Hit by TP,,Bodywork - Minor
218,N0MF000122,2010,Motor Fleet,OPERATIONS NOT NOW INSURED,COLBY COURT,2010-12-17,2010-12-20,CLOSED,2011,2011-03-11,Fees Own Solicitor,42.5,Collision - Hit Whilst Stationary,,Bodywork - Extensive
219,N0PUL000023,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2010-04-22,2010-04-26,CLOSED,2011,2011-03-13,CRU,75.0,Footways - Kerbs,Wrist Broken/fractured,
220,M9PUL000538,2009,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2009-11-25,2010-07-15,CLOSED,2011,2011-03-13,CRU,320.02,Carriageway - Pothole,Whiplash,
221,N0PUL000183,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,SANDERSTEAD REC,2010-09-24,2010-10-08,CLOSED,2011,2011-03-13,CRU,1129.03,Negligence of Council Worker,,Vehicle
222,M9PUL000538,2009,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2009-11-25,2010-07-15,CLOSED,2011,2011-03-13,Compensation payment,1250.0,Carriageway - Pothole,Whiplash,
223,N0FB000029,2010,Fire Blanket,OPERATIONS NOT NOW INSURED,Ecclesbourne Primary,2010-10-11,2010-11-15,CLOSED,2011,2011-03-21,Compensation payment,380.0,Malicious Damage/Vandalism - External,,Roof
224,N0SAR000041,2010,Schools All Risks,"CHILDREN, FAMILIES & LEARNERS",Forestdale Primary,2011-01-05,2011-01-19,CLOSED,2011,2011-03-21,Compensation payment,457.21,Other,,Walkways
225,N0SAR000046,2010,Schools All Risks,"CHILDREN, FAMILIES & LEARNERS",Keston Primary,2011-01-31,2011-02-10,CLOSED,2011,2011-03-21,Compensation payment,825.0,Theft - Lead & Lead Flashings,,Roof - Lead
226,N0SAR000042,2010,Schools All Risks,OPERATIONS NOT NOW INSURED,Woodside Junior (do not use),2011-01-18,2011-01-31,CLOSED,2011,2011-03-21,Compensation payment,2060.0,Malicious Damage/Vandalism - External,,Various
227,N0FB000032,2010,Fire Blanket,OPERATIONS NOT NOW INSURED,Fairchildes Primary,2010-12-03,2010-12-14,CLOSED,2011,2011-03-21,Compensation payment,4880.0,Other,,Windows
228,M9PUL000206,2009,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2009-11-30,2009-12-11,CLOSED,2011,2011-03-28,Compensation payment,50.0,Carriageway - Pothole,,Vehicle
229,N0PUL000154,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2010-09-24,2010-10-05,CLOSED,2011,2011-03-28,Compensation payment,67.23,Carriageway - Pothole,,Vehicle
230,N0PUL000114,2010,Public Liability,DEVELOPMENT & ENVIRONMENT,Highways,2010-06-23,2010-08-09,CLOSED,2011,2011-04-11,Compensation payment,3000.0,Footways - Pothole,Ankle Broken/fractured,
231,N0SAR000048,2010,Schools All Risks,OPERATIONS NOT NOW INSURED,St. Peters Primary,2011-02-22,2011-02-28,CLOSED,2011,2011-04-11,Compensation payment,18820.0,Theft - Lead & Lead Flashings,,Roof - Lead
232,N0SAR000013,2010,Schools All Risks,OPERATIONS NOT NOW INSURED,Selhurst High School for Boys,2010-07-15,2010-07-16,CLOSED,2011,2011-04-11,Compensation payment,20645.0,Theft - Lead & Lead Flashings,,Roof - Lead
233,N0MF000137,2010,Motor Fleet,DEVELOPMENT & ENVIRONMENT,Highways,2010-10-19,2010-10-25,CLOSED,2011,2011-04-14,Compensation payment,350.0,Collision - Immobile property/object,,
234,N0MF000033,2010,Motor Fleet,ADULT SOCIAL SERVICES,Day Centres,2010-07-22,2010-07-26,CLOSED,2011,2011-04-14,Compensation payment,730.0,Collision - Hit parked vehicle,,Bodywork - Extensive
235,M9MF000112,2009,Motor Fleet,DEVELOPMENT & ENVIRONMENT,Transport,2009-12-15,2010-02-19,CLOSED,2011,2011-04-14,Compensation payment,905.0,Collision - Hit Whilst Stationary,,Bodywork - Minor
236,N0MF000115,2010,Motor Fleet,DEVELOPMENT & ENVIRONMENT,Highways,2010-12-02,2010-12-02,CLOSED,2011,2011-04-14,Compensation payment,1161.6,Collision - Hit parked vehicle,,
237,N0MF000053,2010,Motor Fleet,DEVELOPMENT & ENVIRONMENT,Highways,2010-09-07,2010-09-07,CLOSED,2011,2011-04-14,Compensation payment,1428.12,Collision - Hit rear,,
